信号,调制方式,信号带宽,载波频率,信号功率,信噪比,干扰,干扰方式,干扰带宽,干扰频率,干扰功率,误码率
信号1,6,2000,40,17.44108658,5,干扰1253,2,0,40.2,11.44108658,0.7654
信号1,6,2000,40,17.44108658,5,干扰1254,2,0,40.2,10.94108658,0.742
信号1,6,2000,40,17.44108658,5,干扰1255,2,0,40.2,10.44108658,0.7139
信号1,6,2000,40,17.44108658,5,干扰1256,2,0,40.2,9.941086577,0.6595
信号1,6,2000,40,17.44108658,5,干扰1257,2,0,40.2,9.441086577,0.582
信号1,6,2000,40,17.44108658,5,干扰1258,2,0,40.2,8.941086577,0.4774
信号1,6,2000,40,17.44108658,5,干扰1259,2,0,40.2,8.441086577,0.3648
信号1,6,2000,40,17.44108658,5,干扰1260,2,0,40.2,7.941086577,0.2508
信号1,6,2000,40,17.44108658,5,干扰1261,2,0,40.2,7.441086577,0.1552
信号1,6,2000,40,17.44108658,5,干扰1262,2,0,40.2,6.941086577,0.0835
信号1,6,2000,40,17.44108658,5,干扰1263,2,0,40.2,6.441086577,0.032
信号1,6,2000,40,17.44108658,5,干扰1264,2,0,40.2,5.941086577,0.014
信号1,6,2000,40,17.44108658,5,干扰1265,2,0,40.2,5.441086577,0.0059
信号1,6,2000,40,17.44108658,5,干扰1266,2,0,40.2,4.941086577,0.0012
信号1,6,2000,40,17.44108658,5,干扰1267,2,0,40.2,4.441086577,0.0004
信号1,6,2000,40,17.44108658,5,干扰1268,2,0,40.2,3.941086577,0.0003
信号1,6,2000,40,17.44108658,5,干扰1269,2,0,40.2,3.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1270,2,0,40.2,2.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1271,2,0,40.2,2.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1272,2,0,40.28,17.44108658,0.8591
信号1,6,2000,40,17.44108658,5,干扰1273,2,0,40.28,16.94108658,0.8502
信号1,6,2000,40,17.44108658,5,干扰1274,2,0,40.28,16.44108658,0.8445
信号1,6,2000,40,17.44108658,5,干扰1275,2,0,40.28,15.94108658,0.8451
信号1,6,2000,40,17.44108658,5,干扰1276,2,0,40.28,15.44108658,0.8323
信号1,6,2000,40,17.44108658,5,干扰1277,2,0,40.28,14.94108658,0.8321
信号1,6,2000,40,17.44108658,5,干扰1278,2,0,40.28,14.44108658,0.8219
信号1,6,2000,40,17.44108658,5,干扰1279,2,0,40.28,13.94108658,0.8129
信号1,6,2000,40,17.44108658,5,干扰1280,2,0,40.28,13.44108658,0.8051
信号1,6,2000,40,17.44108658,5,干扰1281,2,0,40.28,12.94108658,0.7962
信号1,6,2000,40,17.44108658,5,干扰1282,2,0,40.28,12.44108658,0.7814
信号1,6,2000,40,17.44108658,5,干扰1283,2,0,40.28,11.94108658,0.7781
信号1,6,2000,40,17.44108658,5,干扰1284,2,0,40.28,11.44108658,0.766
信号1,6,2000,40,17.44108658,5,干扰1285,2,0,40.28,10.94108658,0.7249
信号1,6,2000,40,17.44108658,5,干扰1286,2,0,40.28,10.44108658,0.6839
信号1,6,2000,40,17.44108658,5,干扰1287,2,0,40.28,9.941086577,0.6171
信号1,6,2000,40,17.44108658,5,干扰1288,2,0,40.28,9.441086577,0.5446
信号1,6,2000,40,17.44108658,5,干扰1289,2,0,40.28,8.941086577,0.433
信号1,6,2000,40,17.44108658,5,干扰1290,2,0,40.28,8.441086577,0.3161
信号1,6,2000,40,17.44108658,5,干扰1291,2,0,40.28,7.941086577,0.2083
信号1,6,2000,40,17.44108658,5,干扰1292,2,0,40.28,7.441086577,0.1287
信号1,6,2000,40,17.44108658,5,干扰1293,2,0,40.28,6.941086577,0.0591
信号1,6,2000,40,17.44108658,5,干扰1294,2,0,40.28,6.441086577,0.0249
信号1,6,2000,40,17.44108658,5,干扰1295,2,0,40.28,5.941086577,0.009
信号1,6,2000,40,17.44108658,5,干扰1296,2,0,40.28,5.441086577,0.0031
信号1,6,2000,40,17.44108658,5,干扰1297,2,0,40.28,4.941086577,0.0009
信号1,6,2000,40,17.44108658,5,干扰1298,2,0,40.28,4.441086577,0.0001
信号1,6,2000,40,17.44108658,5,干扰1299,2,0,40.28,3.941086577,0.0001
信号1,6,2000,40,17.44108658,5,干扰1300,2,0,40.28,3.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1301,2,0,40.28,2.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1302,2,0,40.28,2.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1303,2,0,40.36,17.44108658,0.8549
信号1,6,2000,40,17.44108658,5,干扰1304,2,0,40.36,16.94108658,0.8427
信号1,6,2000,40,17.44108658,5,干扰1305,2,0,40.36,16.44108658,0.8414
信号1,6,2000,40,17.44108658,5,干扰1306,2,0,40.36,15.94108658,0.8307
信号1,6,2000,40,17.44108658,5,干扰1307,2,0,40.36,15.44108658,0.8296
信号1,6,2000,40,17.44108658,5,干扰1308,2,0,40.36,14.94108658,0.8264
信号1,6,2000,40,17.44108658,5,干扰1309,2,0,40.36,14.44108658,0.8156
信号1,6,2000,40,17.44108658,5,干扰1310,2,0,40.36,13.94108658,0.8016
信号1,6,2000,40,17.44108658,5,干扰1311,2,0,40.36,13.44108658,0.7947
信号1,6,2000,40,17.44108658,5,干扰1312,2,0,40.36,12.94108658,0.7896
信号1,6,2000,40,17.44108658,5,干扰1313,2,0,40.36,12.44108658,0.7714
信号1,6,2000,40,17.44108658,5,干扰1314,2,0,40.36,11.94108658,0.7588
信号1,6,2000,40,17.44108658,5,干扰1315,2,0,40.36,11.44108658,0.7291
信号1,6,2000,40,17.44108658,5,干扰1316,2,0,40.36,10.94108658,0.6874
信号1,6,2000,40,17.44108658,5,干扰1317,2,0,40.36,10.44108658,0.6299
信号1,6,2000,40,17.44108658,5,干扰1318,2,0,40.36,9.941086577,0.5297
信号1,6,2000,40,17.44108658,5,干扰1319,2,0,40.36,9.441086577,0.4396
信号1,6,2000,40,17.44108658,5,干扰1320,2,0,40.36,8.941086577,0.3186
信号1,6,2000,40,17.44108658,5,干扰1321,2,0,40.36,8.441086577,0.2063
信号1,6,2000,40,17.44108658,5,干扰1322,2,0,40.36,7.941086577,0.1121
信号1,6,2000,40,17.44108658,5,干扰1323,2,0,40.36,7.441086577,0.0589
信号1,6,2000,40,17.44108658,5,干扰1324,2,0,40.36,6.941086577,0.0273
信号1,6,2000,40,17.44108658,5,干扰1325,2,0,40.36,6.441086577,0.0106
信号1,6,2000,40,17.44108658,5,干扰1326,2,0,40.36,5.941086577,0.0032
信号1,6,2000,40,17.44108658,5,干扰1327,2,0,40.36,5.441086577,0.0016
信号1,6,2000,40,17.44108658,5,干扰1328,2,0,40.36,4.941086577,0.0007
信号1,6,2000,40,17.44108658,5,干扰1329,2,0,40.36,4.441086577,0.0001
信号1,6,2000,40,17.44108658,5,干扰1330,2,0,40.36,3.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1331,2,0,40.36,3.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1332,2,0,40.36,2.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1333,2,0,40.36,2.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1334,2,0,40.44,17.44108658,0.8407
信号1,6,2000,40,17.44108658,5,干扰1335,2,0,40.44,16.94108658,0.8354
信号1,6,2000,40,17.44108658,5,干扰1336,2,0,40.44,16.44108658,0.8227
信号1,6,2000,40,17.44108658,5,干扰1337,2,0,40.44,15.94108658,0.8226
信号1,6,2000,40,17.44108658,5,干扰1338,2,0,40.44,15.44108658,0.8057
信号1,6,2000,40,17.44108658,5,干扰1339,2,0,40.44,14.94108658,0.8059
信号1,6,2000,40,17.44108658,5,干扰1340,2,0,40.44,14.44108658,0.7975
信号1,6,2000,40,17.44108658,5,干扰1341,2,0,40.44,13.94108658,0.7942
信号1,6,2000,40,17.44108658,5,干扰1342,2,0,40.44,13.44108658,0.7732
信号1,6,2000,40,17.44108658,5,干扰1343,2,0,40.44,12.94108658,0.761
信号1,6,2000,40,17.44108658,5,干扰1344,2,0,40.44,12.44108658,0.7363
信号1,6,2000,40,17.44108658,5,干扰1345,2,0,40.44,11.94108658,0.6911
信号1,6,2000,40,17.44108658,5,干扰1346,2,0,40.44,11.44108658,0.6307
信号1,6,2000,40,17.44108658,5,干扰1347,2,0,40.44,10.94108658,0.5496
信号1,6,2000,40,17.44108658,5,干扰1348,2,0,40.44,10.44108658,0.4507
信号1,6,2000,40,17.44108658,5,干扰1349,2,0,40.44,9.941086577,0.3265
信号1,6,2000,40,17.44108658,5,干扰1350,2,0,40.44,9.441086577,0.2219
信号1,6,2000,40,17.44108658,5,干扰1351,2,0,40.44,8.941086577,0.1271
信号1,6,2000,40,17.44108658,5,干扰1352,2,0,40.44,8.441086577,0.0675
信号1,6,2000,40,17.44108658,5,干扰1353,2,0,40.44,7.941086577,0.0272
信号1,6,2000,40,17.44108658,5,干扰1354,2,0,40.44,7.441086577,0.0116
信号1,6,2000,40,17.44108658,5,干扰1355,2,0,40.44,6.941086577,0.005
信号1,6,2000,40,17.44108658,5,干扰1356,2,0,40.44,6.441086577,0.0016
信号1,6,2000,40,17.44108658,5,干扰1357,2,0,40.44,5.941086577,0.0009
信号1,6,2000,40,17.44108658,5,干扰1358,2,0,40.44,5.441086577,0.0002
信号1,6,2000,40,17.44108658,5,干扰1359,2,0,40.44,4.941086577,0.0001
信号1,6,2000,40,17.44108658,5,干扰1360,2,0,40.44,4.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1361,2,0,40.44,3.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1362,2,0,40.44,3.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1363,2,0,40.44,2.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1364,2,0,40.44,2.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1365,2,0,40.52,17.44108658,0.816
信号1,6,2000,40,17.44108658,5,干扰1366,2,0,40.52,16.94108658,0.803
信号1,6,2000,40,17.44108658,5,干扰1367,2,0,40.52,16.44108658,0.7966
信号1,6,2000,40,17.44108658,5,干扰1368,2,0,40.52,15.94108658,0.7852
信号1,6,2000,40,17.44108658,5,干扰1369,2,0,40.52,15.44108658,0.7788
信号1,6,2000,40,17.44108658,5,干扰1370,2,0,40.52,14.94108658,0.7668
信号1,6,2000,40,17.44108658,5,干扰1371,2,0,40.52,14.44108658,0.7352
信号1,6,2000,40,17.44108658,5,干扰1372,2,0,40.52,13.94108658,0.7053
信号1,6,2000,40,17.44108658,5,干扰1373,2,0,40.52,13.44108658,0.6429
信号1,6,2000,40,17.44108658,5,干扰1374,2,0,40.52,12.94108658,0.5701
信号1,6,2000,40,17.44108658,5,干扰1375,2,0,40.52,12.44108658,0.4795
信号1,6,2000,40,17.44108658,5,干扰1376,2,0,40.52,11.94108658,0.3487
信号1,6,2000,40,17.44108658,5,干扰1377,2,0,40.52,11.44108658,0.241
信号1,6,2000,40,17.44108658,5,干扰1378,2,0,40.52,10.94108658,0.149
信号1,6,2000,40,17.44108658,5,干扰1379,2,0,40.52,10.44108658,0.0778
信号1,6,2000,40,17.44108658,5,干扰1380,2,0,40.52,9.941086577,0.0318
信号1,6,2000,40,17.44108658,5,干扰1381,2,0,40.52,9.441086577,0.0147
信号1,6,2000,40,17.44108658,5,干扰1382,2,0,40.52,8.941086577,0.0046
信号1,6,2000,40,17.44108658,5,干扰1383,2,0,40.52,8.441086577,0.0014
信号1,6,2000,40,17.44108658,5,干扰1384,2,0,40.52,7.941086577,0.0001
信号1,6,2000,40,17.44108658,5,干扰1385,2,0,40.52,7.441086577,0.0002
信号1,6,2000,40,17.44108658,5,干扰1386,2,0,40.52,6.941086577,0.0001
信号1,6,2000,40,17.44108658,5,干扰1387,2,0,40.52,6.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1388,2,0,40.52,5.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1389,2,0,40.52,5.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1390,2,0,40.52,4.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1391,2,0,40.52,4.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1392,2,0,40.52,3.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1393,2,0,40.52,3.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1394,2,0,40.52,2.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1395,2,0,40.52,2.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1396,2,0,1,1,1
信号2,6,2000,40,17.47354424,5,干扰1,0,400,39.3,12.47354424,0.0212
信号2,6,2000,40,17.47354424,5,干扰2,0,400,39.3,11.97354424,0.0183
信号2,6,2000,40,17.47354424,5,干扰3,0,400,39.3,11.47354424,0.01
信号2,6,2000,40,17.47354424,5,干扰4,0,400,39.3,10.97354424,0.0056
信号2,6,2000,40,17.47354424,5,干扰5,0,400,39.3,10.47354424,0.0052
信号2,6,2000,40,17.47354424,5,干扰6,0,400,39.3,9.97354424,0.0024
信号2,6,2000,40,17.47354424,5,干扰7,0,400,39.3,9.47354424,0.0009
信号2,6,2000,40,17.47354424,5,干扰8,0,400,39.3,8.97354424,0.0004
信号2,6,2000,40,17.47354424,5,干扰9,0,400,39.3,8.47354424,0.0005
信号2,6,2000,40,17.47354424,5,干扰10,0,400,39.3,7.97354424,0
信号2,6,2000,40,17.47354424,5,干扰11,0,400,39.3,7.47354424,0
信号2,6,2000,40,17.47354424,5,干扰12,0,400,39.3,6.97354424,0
信号2,6,2000,40,17.47354424,5,干扰13,0,400,39.3,6.47354424,0
信号2,6,2000,40,17.47354424,5,干扰14,0,400,39.3,5.97354424,0
信号2,6,2000,40,17.47354424,5,干扰15,0,400,39.3,5.47354424,0
信号2,6,2000,40,17.47354424,5,干扰16,0,400,39.3,4.97354424,0
信号2,6,2000,40,17.47354424,5,干扰17,0,400,39.3,4.47354424,0
信号2,6,2000,40,17.47354424,5,干扰18,0,400,39.3,3.97354424,0
信号2,6,2000,40,17.47354424,5,干扰19,0,400,39.3,3.47354424,0
信号2,6,2000,40,17.47354424,5,干扰20,0,400,39.3,2.97354424,0
信号2,6,2000,40,17.47354424,5,干扰21,0,400,39.3,2.47354424,0
信号2,6,2000,40,17.47354424,5,干扰22,0,400,39.3,1.97354424,0
信号2,6,2000,40,17.47354424,5,干扰23,0,400,39.3,1.47354424,0
信号2,6,2000,40,17.47354424,5,干扰24,0,400,39.3,0.97354424,0
信号2,6,2000,40,17.47354424,5,干扰25,0,400,39.3,0.47354424,0
信号2,6,2000,40,17.47354424,5,干扰26,0,400,39.3,-0.02645576,0
信号2,6,2000,40,17.47354424,5,干扰27,0,400,39.3,-0.52645576,0
信号2,6,2000,40,17.47354424,5,干扰28,0,400,39.3,-1.02645576,0
信号2,6,2000,40,17.47354424,5,干扰29,0,400,39.3,-1.52645576,0
信号2,6,2000,40,17.47354424,5,干扰30,0,400,39.3,-2.02645576,0
信号2,6,2000,40,17.47354424,5,干扰31,0,400,39.3,-2.52645576,0
信号2,6,2000,40,17.47354424,5,干扰32,0,400,39.4,12.47354424,0.1832
信号2,6,2000,40,17.47354424,5,干扰33,0,400,39.4,11.97354424,0.1484
信号2,6,2000,40,17.47354424,5,干扰34,0,400,39.4,11.47354424,0.1226
信号2,6,2000,40,17.47354424,5,干扰35,0,400,39.4,10.97354424,0.1005
信号2,6,2000,40,17.47354424,5,干扰36,0,400,39.4,10.47354424,0.0773
信号2,6,2000,40,17.47354424,5,干扰37,0,400,39.4,9.97354424,0.0674
信号2,6,2000,40,17.47354424,5,干扰38,0,400,39.4,9.47354424,0.0499
信号2,6,2000,40,17.47354424,5,干扰39,0,400,39.4,8.97354424,0.0322
信号2,6,2000,40,17.47354424,5,干扰40,0,400,39.4,8.47354424,0.025
信号2,6,2000,40,17.47354424,5,干扰41,0,400,39.4,7.97354424,0.0134
信号2,6,2000,40,17.47354424,5,干扰42,0,400,39.4,7.47354424,0.0112
信号2,6,2000,40,17.47354424,5,干扰43,0,400,39.4,6.97354424,0.0078
信号2,6,2000,40,17.47354424,5,干扰44,0,400,39.4,6.47354424,0.0042
信号2,6,2000,40,17.47354424,5,干扰45,0,400,39.4,5.97354424,0.0027
信号2,6,2000,40,17.47354424,5,干扰46,0,400,39.4,5.47354424,0.0019
信号2,6,2000,40,17.47354424,5,干扰47,0,400,39.4,4.97354424,0.0008
信号2,6,2000,40,17.47354424,5,干扰48,0,400,39.4,4.47354424,0
信号2,6,2000,40,17.47354424,5,干扰49,0,400,39.4,3.97354424,0.0003
信号2,6,2000,40,17.47354424,5,干扰50,0,400,39.4,3.47354424,0.0001
信号2,6,2000,40,17.47354424,5,干扰51,0,400,39.4,2.97354424,0
信号2,6,2000,40,17.47354424,5,干扰52,0,400,39.4,2.47354424,0
信号2,6,2000,40,17.47354424,5,干扰53,0,400,39.4,1.97354424,0
信号2,6,2000,40,17.47354424,5,干扰54,0,400,39.4,1.47354424,0
信号2,6,2000,40,17.47354424,5,干扰55,0,400,39.4,0.97354424,0
信号2,6,2000,40,17.47354424,5,干扰56,0,400,39.4,0.47354424,0
信号2,6,2000,40,17.47354424,5,干扰57,0,400,39.4,-0.02645576,0
信号2,6,2000,40,17.47354424,5,干扰58,0,400,39.4,-0.52645576,0
信号2,6,2000,40,17.47354424,5,干扰59,0,400,39.4,-1.02645576,0
信号2,6,2000,40,17.47354424,5,干扰60,0,400,39.4,-1.52645576,0
信号2,6,2000,40,17.47354424,5,干扰61,0,400,39.4,-2.02645576,0
信号2,6,2000,40,17.47354424,5,干扰62,0,400,39.4,-2.52645576,0
信号2,6,2000,40,17.47354424,5,干扰63,0,400,39.5,12.47354424,0.3556
信号2,6,2000,40,17.47354424,5,干扰64,0,400,39.5,11.97354424,0.3114
信号2,6,2000,40,17.47354424,5,干扰65,0,400,39.5,11.47354424,0.2781
信号2,6,2000,40,17.47354424,5,干扰66,0,400,39.5,10.97354424,0.2442
信号2,6,2000,40,17.47354424,5,干扰67,0,400,39.5,10.47354424,0.2202
信号2,6,2000,40,17.47354424,5,干扰68,0,400,39.5,9.97354424,0.1912
信号2,6,2000,40,17.47354424,5,干扰69,0,400,39.5,9.47354424,0.1542
信号2,6,2000,40,17.47354424,5,干扰70,0,400,39.5,8.97354424,0.1327
信号2,6,2000,40,17.47354424,5,干扰71,0,400,39.5,8.47354424,0.1078
信号2,6,2000,40,17.47354424,5,干扰72,0,400,39.5,7.97354424,0.0798
信号2,6,2000,40,17.47354424,5,干扰73,0,400,39.5,7.47354424,0.0648
信号2,6,2000,40,17.47354424,5,干扰74,0,400,39.5,6.97354424,0.0485
信号2,6,2000,40,17.47354424,5,干扰75,0,400,39.5,6.47354424,0.031
信号2,6,2000,40,17.47354424,5,干扰76,0,400,39.5,5.97354424,0.027
信号2,6,2000,40,17.47354424,5,干扰77,0,400,39.5,5.47354424,0.0177
信号2,6,2000,40,17.47354424,5,干扰78,0,400,39.5,4.97354424,0.0109
信号2,6,2000,40,17.47354424,5,干扰79,0,400,39.5,4.47354424,0.0082
信号2,6,2000,40,17.47354424,5,干扰80,0,400,39.5,3.97354424,0.0031
信号2,6,2000,40,17.47354424,5,干扰81,0,400,39.5,3.47354424,0.003
信号2,6,2000,40,17.47354424,5,干扰82,0,400,39.5,2.97354424,0.0015
信号2,6,2000,40,17.47354424,5,干扰83,0,400,39.5,2.47354424,0.0007
信号2,6,2000,40,17.47354424,5,干扰84,0,400,39.5,1.97354424,0.0009
信号2,6,2000,40,17.47354424,5,干扰85,0,400,39.5,1.47354424,0.0001
信号2,6,2000,40,17.47354424,5,干扰86,0,400,39.5,0.97354424,0.0001
信号2,6,2000,40,17.47354424,5,干扰87,0,400,39.5,0.47354424,0
信号2,6,2000,40,17.47354424,5,干扰88,0,400,39.5,-0.02645576,0
信号2,6,2000,40,17.47354424,5,干扰89,0,400,39.5,-0.52645576,0
信号2,6,2000,40,17.47354424,5,干扰90,0,400,39.5,-1.02645576,0
信号2,6,2000,40,17.47354424,5,干扰91,0,400,39.5,-1.52645576,0
信号2,6,2000,40,17.47354424,5,干扰92,0,400,39.5,-2.02645576,0
信号2,6,2000,40,17.47354424,5,干扰93,0,400,39.5,-2.52645576,0
信号2,6,2000,40,17.47354424,5,干扰94,0,400,39.6,12.47354424,0.453
信号2,6,2000,40,17.47354424,5,干扰95,0,400,39.6,11.97354424,0.4152
信号2,6,2000,40,17.47354424,5,干扰96,0,400,39.6,11.47354424,0.3883
信号2,6,2000,40,17.47354424,5,干扰97,0,400,39.6,10.97354424,0.3544
信号2,6,2000,40,17.47354424,5,干扰98,0,400,39.6,10.47354424,0.3301
信号2,6,2000,40,17.47354424,5,干扰99,0,400,39.6,9.97354424,0.2913
信号2,6,2000,40,17.47354424,5,干扰100,0,400,39.6,9.47354424,0.253
信号2,6,2000,40,17.47354424,5,干扰101,0,400,39.6,8.97354424,0.2269
信号2,6,2000,40,17.47354424,5,干扰102,0,400,39.6,8.47354424,0.1918
信号2,6,2000,40,17.47354424,5,干扰103,0,400,39.6,7.97354424,0.1614
信号2,6,2000,40,17.47354424,5,干扰104,0,400,39.6,7.47354424,0.1328
信号2,6,2000,40,17.47354424,5,干扰105,0,400,39.6,6.97354424,0.1116
信号2,6,2000,40,17.47354424,5,干扰106,0,400,39.6,6.47354424,0.0917
信号2,6,2000,40,17.47354424,5,干扰107,0,400,39.6,5.97354424,0.0685
信号2,6,2000,40,17.47354424,5,干扰108,0,400,39.6,5.47354424,0.0487
信号2,6,2000,40,17.47354424,5,干扰109,0,400,39.6,4.97354424,0.0432
信号2,6,2000,40,17.47354424,5,干扰110,0,400,39.6,4.47354424,0.0286
信号2,6,2000,40,17.47354424,5,干扰111,0,400,39.6,3.97354424,0.0191
信号2,6,2000,40,17.47354424,5,干扰112,0,400,39.6,3.47354424,0.0133
信号2,6,2000,40,17.47354424,5,干扰113,0,400,39.6,2.97354424,0.0088
信号2,6,2000,40,17.47354424,5,干扰114,0,400,39.6,2.47354424,0.0043
信号2,6,2000,40,17.47354424,5,干扰115,0,400,39.6,1.97354424,0.0042
信号2,6,2000,40,17.47354424,5,干扰116,0,400,39.6,1.47354424,0.0021
信号2,6,2000,40,17.47354424,5,干扰117,0,400,39.6,0.97354424,0.0013
信号2,6,2000,40,17.47354424,5,干扰118,0,400,39.6,0.47354424,0.0003
信号2,6,2000,40,17.47354424,5,干扰119,0,400,39.6,-0.02645576,0.0001
信号2,6,2000,40,17.47354424,5,干扰120,0,400,39.6,-0.52645576,0.0002
信号2,6,2000,40,17.47354424,5,干扰121,0,400,39.6,-1.02645576,0
信号2,6,2000,40,17.47354424,5,干扰122,0,400,39.6,-1.52645576,0
信号2,6,2000,40,17.47354424,5,干扰123,0,400,39.6,-2.02645576,0
信号2,6,2000,40,17.47354424,5,干扰124,0,400,39.6,-2.52645576,0.0001
信号2,6,2000,40,17.47354424,5,干扰125,0,400,39.7,12.47354424,0.5057
信号2,6,2000,40,17.47354424,5,干扰126,0,400,39.7,11.97354424,0.4748
信号2,6,2000,40,17.47354424,5,干扰127,0,400,39.7,11.47354424,0.4463
信号2,6,2000,40,17.47354424,5,干扰128,0,400,39.7,10.97354424,0.4108
信号2,6,2000,40,17.47354424,5,干扰129,0,400,39.7,10.47354424,0.3792
信号2,6,2000,40,17.47354424,5,干扰130,0,400,39.7,9.97354424,0.3447
信号2,6,2000,40,17.47354424,5,干扰131,0,400,39.7,9.47354424,0.3117
信号2,6,2000,40,17.47354424,5,干扰132,0,400,39.7,8.97354424,0.2816
信号2,6,2000,40,17.47354424,5,干扰133,0,400,39.7,8.47354424,0.2444
信号2,6,2000,40,17.47354424,5,干扰134,0,400,39.7,7.97354424,0.2212
信号2,6,2000,40,17.47354424,5,干扰135,0,400,39.7,7.47354424,0.183
信号2,6,2000,40,17.47354424,5,干扰136,0,400,39.7,6.97354424,0.1537
信号2,6,2000,40,17.47354424,5,干扰137,0,400,39.7,6.47354424,0.135
信号2,6,2000,40,17.47354424,5,干扰138,0,400,39.7,5.97354424,0.1104
信号2,6,2000,40,17.47354424,5,干扰139,0,400,39.7,5.47354424,0.0882
信号2,6,2000,40,17.47354424,5,干扰140,0,400,39.7,4.97354424,0.0655
信号2,6,2000,40,17.47354424,5,干扰141,0,400,39.7,4.47354424,0.0498
信号2,6,2000,40,17.47354424,5,干扰142,0,400,39.7,3.97354424,0.0349
信号2,6,2000,40,17.47354424,5,干扰143,0,400,39.7,3.47354424,0.0267
信号2,6,2000,40,17.47354424,5,干扰144,0,400,39.7,2.97354424,0.0162
信号2,6,2000,40,17.47354424,5,干扰145,0,400,39.7,2.47354424,0.0118
信号2,6,2000,40,17.47354424,5,干扰146,0,400,39.7,1.97354424,0.0068
信号2,6,2000,40,17.47354424,5,干扰147,0,400,39.7,1.47354424,0.0037
信号2,6,2000,40,17.47354424,5,干扰148,0,400,39.7,0.97354424,0.002
信号2,6,2000,40,17.47354424,5,干扰149,0,400,39.7,0.47354424,0.0016
信号2,6,2000,40,17.47354424,5,干扰150,0,400,39.7,-0.02645576,0.0011
信号2,6,2000,40,17.47354424,5,干扰151,0,400,39.7,-0.52645576,0.0002
信号2,6,2000,40,17.47354424,5,干扰152,0,400,39.7,-1.02645576,0.0002
信号2,6,2000,40,17.47354424,5,干扰153,0,400,39.7,-1.52645576,0
信号2,6,2000,40,17.47354424,5,干扰154,0,400,39.7,-2.02645576,0.0001
信号2,6,2000,40,17.47354424,5,干扰155,0,400,39.7,-2.52645576,0.0001
信号2,6,2000,40,17.47354424,5,干扰156,0,400,39.8,12.47354424,0.5242
信号2,6,2000,40,17.47354424,5,干扰157,0,400,39.8,11.97354424,0.4968
信号2,6,2000,40,17.47354424,5,干扰158,0,400,39.8,11.47354424,0.4627
信号2,6,2000,40,17.47354424,5,干扰159,0,400,39.8,10.97354424,0.4337
信号2,6,2000,40,17.47354424,5,干扰160,0,400,39.8,10.47354424,0.4067
信号2,6,2000,40,17.47354424,5,干扰161,0,400,39.8,9.97354424,0.3668
信号2,6,2000,40,17.47354424,5,干扰162,0,400,39.8,9.47354424,0.342
信号2,6,2000,40,17.47354424,5,干扰163,0,400,39.8,8.97354424,0.3075
信号2,6,2000,40,17.47354424,5,干扰164,0,400,39.8,8.47354424,0.2717
信号2,6,2000,40,17.47354424,5,干扰165,0,400,39.8,7.97354424,0.2379
信号2,6,2000,40,17.47354424,5,干扰166,0,400,39.8,7.47354424,0.2091
信号2,6,2000,40,17.47354424,5,干扰167,0,400,39.8,6.97354424,0.1784
信号2,6,2000,40,17.47354424,5,干扰168,0,400,39.8,6.47354424,0.1496
信号2,6,2000,40,17.47354424,5,干扰169,0,400,39.8,5.97354424,0.127
信号2,6,2000,40,17.47354424,5,干扰170,0,400,39.8,5.47354424,0.1039
信号2,6,2000,40,17.47354424,5,干扰171,0,400,39.8,4.97354424,0.0831
信号2,6,2000,40,17.47354424,5,干扰172,0,400,39.8,4.47354424,0.0638
